id,username,song_title,total_stream_time,country,last_stream_date,last_device_used
6384,Redvines,Hype Boy,26005,Germany,2024-12-04,Tablet
6385,DD1GG,Super Shy,18760,Nigeria,2024-05-18,Smart TV
6386,IQContained,OMG,25073,Algeria,2024-07-14,Desktop
6387,Macaiyla,Ditto,15251,Uzbekistan,2024-05-25,Smart TV
6388,AVDEECH,ETA,21429,Japan,2024-04-26,Smart TV
6389,eebern,Ditto,37317,Chile,2024-03-16,Desktop
6390,toni,ETA,30608,Vietnam,2024-02-17,Mobile
6391,Matosai,Attention,42443,Indonesia,2024-05-26,Desktop
6392,fWhip,Ditto,25040,Saudi Arabia,2024-04-18,Desktop
6393,AndoniiPM,Hype Boy,27695,Nepal,2024-10-03,Mobile
6394,Turry_RU,Cool With You,31354,USA,2024-05-04,Tablet
6395,bafik,Attention,11410,Greece,2024-06-08,Tablet
6396,UL1BARRI,Cool With You,41182,India,2024-04-05,Tablet
6397,Leodobancarios,Ditto,14838,Switzerland,2024-06-02,Smart TV
6398,n3on,Hype Boy,41268,Kazakhstan,2024-12-22,Mobile
6399,cheed,OMG,26651,Thailand,2024-11-23,Desktop
6400,KYXNYA,ASAP,37192,South Africa,2024-12-01,Desktop
6401,Marcel_Kiefer,Ditto,37070,Mexico,2024-07-08,Smart TV
6402,Okonaye,ETA,22046,Portugal,2024-12-09,Mobile
6403,GobiernodeGuatemala,ETA,28357,Uzbekistan,2024-10-13,Tablet
6404,JotaR,New Jeans,14360,Australia,2024-01-13,Tablet
6405,Baskenater,Attention,17441,Peru,2024-10-24,Tablet
6406,MrDrakezilla,New Jeans,13303,Nepal,2024-11-24,Desktop
6407,Enkk,Ditto,40889,UK,2024-02-16,Smart TV
6408,Nahj,ETA,21196,Vietnam,2024-04-15,Tablet
6409,Honako,Ditto,15072,Peru,2024-09-21,Desktop
6410,nanerboots,Hype Boy,38709,Germany,2024-07-23,Tablet
6411,mihalina_,OMG,41455,Uzbekistan,2024-01-04,Mobile
6412,Failmore,ASAP,27671,Turkey,2024-07-21,Tablet
6413,EmiliaHult,Attention,24785,Romania,2024-05-11,Tablet
6414,Stacked,Attention,19931,Kenya,2024-08-09,Smart TV
6415,TheEuropeanCanadian,Hype Boy,42073,Hungary,2024-08-12,Smart TV
6416,theddy,New Jeans,21873,Uzbekistan,2024-01-09,Desktop
6417,TaySon,OMG,23278,Portugal,2024-06-19,Tablet
6418,swole_frog,ETA,26879,Pakistan,2024-05-12,Desktop
6419,GreenishMonkey,ASAP,40947,Bangladesh,2024-04-14,Smart TV
6420,SparkeRcs,ASAP,36158,France,2024-01-16,Mobile
6421,Pazcaro,Hype Boy,38733,South Africa,2024-07-13,Mobile
6422,AryancjT,Cookie,17900,Czech Republic,2024-09-19,Smart TV
6423,gunschilli,Hype Boy,13610,South Africa,2024-06-18,Smart TV
6424,Cookiemanman,Cookie,31245,Bangladesh,2024-08-05,Smart TV
6425,Kaori_BSP,Ditto,19993,UK,2024-07-07,Smart TV
6426,benjamin_wheeler,Cookie,20000,Norway,2024-04-21,Desktop
6427,paradeev1ch,Super Shy,39327,Algeria,2024-09-16,Desktop
6428,Thanawat,Super Shy,24129,Netherlands,2024-09-21,Mobile
6429,Scarface,Cool With You,41783,Thailand,2024-01-15,Mobile
6430,Damkalloh,Cookie,38781,Venezuela,2024-01-14,Desktop
6431,foxdrop,Attention,19747,Japan,2024-05-21,Mobile
6432,za9c_,Hype Boy,10090,Kuwait,2024-03-25,Tablet
6433,theuzikat,ETA,31748,Thailand,2024-08-07,Smart TV
6434,DeadByDaylight,Attention,21232,Denmark,2024-02-26,Desktop
6435,Rizorty,OMG,10503,Sri Lanka,2024-12-04,Mobile
6436,Bobek_zKlobouku,Hype Boy,18570,Portugal,2024-01-12,Desktop
6437,QuashTag,Hype Boy,27073,Greece,2024-10-09,Mobile
6438,BerryCrepe,ASAP,29415,South Africa,2024-09-01,Desktop
6439,gouvy10,Cool With You,40873,Sri Lanka,2024-03-01,Mobile
6440,AColdOne,Attention,21177,Greece,2024-07-07,Desktop
6441,Xandr_Sh,Hype Boy,42299,Peru,2024-03-17,Tablet
6442,rafaeldahq,ASAP,39242,Philippines,2024-12-23,Desktop
6443,Niva,Super Shy,24467,Spain,2024-04-16,Tablet
6444,TheBlacktastic,Cool With You,37636,Czech Republic,2024-03-25,Desktop
6445,Avenger,New Jeans,14837,Spain,2024-12-24,Mobile
6446,fnblol,Cookie,38526,Denmark,2024-10-17,Mobile
6447,MOTOR,OMG,21297,Romania,2024-12-21,Desktop
6448,OverpoweredOW,New Jeans,42603,Morocco,2024-04-01,Tablet
6449,studenalbatroz,Ditto,29349,Philippines,2024-03-23,Tablet
6450,TacosDeArepa,OMG,22343,China,2024-04-02,Desktop
6451,Smosh,Cool With You,20058,Denmark,2024-09-04,Desktop
6452,aznitrous,Ditto,41829,Netherlands,2024-05-20,Smart TV
6453,Batmanova,Attention,37306,Egypt,2024-11-17,Tablet
6454,OkCode,Attention,14097,UK,2024-05-06,Tablet
6455,Wonziu,OMG,12067,Thailand,2024-01-19,Desktop
6456,CStarLeague,ETA,31342,Finland,2024-12-15,Desktop
6457,iMTC,Attention,19528,Morocco,2024-05-22,Smart TV
6458,InMyZen,Attention,10265,Belgium,2024-04-16,Mobile
6459,Senz,Attention,31190,Turkey,2024-02-10,Mobile
6460,arktika_m,ETA,18078,Uzbekistan,2024-02-04,Smart TV
6461,ericatlol,Cookie,31095,Mexico,2024-01-24,Tablet
6462,Lost_In_House,New Jeans,38371,Australia,2024-09-10,Tablet
6463,ViperPro666,New Jeans,20183,Turkey,2024-11-01,Tablet
6464,kuhlewu,Cool With You,29700,Poland,2024-12-10,Desktop
6465,rabbitpool,Cookie,32243,Nigeria,2024-10-06,Desktop
6466,LVPmex,Attention,16664,France,2024-06-11,Tablet
6467,renniesaurus,Ditto,31244,New Zealand,2024-05-19,Smart TV
6468,MrSnackums,Cookie,33557,Norway,2024-12-02,Tablet
6469,pattyburger_3,Cookie,21588,Belgium,2024-04-10,Tablet
6470,TDS_Chris,Attention,38422,Vietnam,2024-02-21,Desktop
6471,PanunuLoL,Cookie,33166,USA,2024-11-22,Smart TV
6472,BugattiBoogz,Cookie,24988,Switzerland,2024-05-11,Smart TV
6473,Zehra,ASAP,28909,Uzbekistan,2024-02-12,Smart TV
6474,WetForJesus,OMG,20770,France,2024-01-10,Desktop
6475,f4giolini,Ditto,17726,Kenya,2024-09-24,Tablet
6476,NotThatWillSmith,ASAP,35803,Saudi Arabia,2024-11-12,Smart TV
6477,svetarik,New Jeans,13908,Greece,2024-12-07,Smart TV
6478,Hardecki,Hype Boy,31726,Greece,2024-05-28,Tablet
6479,fumimochi,ETA,38751,USA,2024-09-16,Desktop
6480,Caarl,Super Shy,32251,Peru,2024-06-09,Mobile
6481,iMsToLHaCkEr,Ditto,25765,Sweden,2024-08-01,Mobile
6482,BuffPup,ETA,20719,Czech Republic,2024-07-15,Desktop
6483,AllEyesOnDee,Cool With You,35422,Bangladesh,2024-01-21,Mobile
6484,SoyFeerchaa,Cool With You,29049,Philippines,2024-06-18,Desktop
6485,Shaggyccg,Attention,23777,Egypt,2024-06-01,Smart TV
6486,Sabrac__,Cookie,41928,Portugal,2024-10-15,Smart TV
6487,GTHs,Attention,13278,Vietnam,2024-09-26,Smart TV
6488,winstrike_2,New Jeans,22627,Algeria,2024-11-27,Tablet
6489,ZONEsama,Cookie,12618,Hungary,2024-01-22,Mobile
6490,Movistar_Riders,Cool With You,16509,Norway,2024-04-16,Smart TV
6491,chiringuitojugones_vivo,Super Shy,32287,Israel,2024-11-21,Desktop
6492,SimonLofgren,ETA,37955,China,2024-06-10,Desktop
6493,FattyMcFatFuh,OMG,31117,Indonesia,2024-08-20,Mobile
6494,Laurcus,Ditto,41218,Brazil,2024-09-19,Smart TV
6495,reintregi,New Jeans,32449,Canada,2024-09-27,Desktop
6496,SeriousSan,Hype Boy,23412,New Zealand,2024-03-13,Tablet
6497,pyefacepoker,OMG,39542,Italy,2024-07-09,Mobile
6498,snowlit,Hype Boy,28587,Italy,2024-09-28,Tablet
6499,Sebas,Ditto,39618,Saudi Arabia,2024-11-24,Smart TV
6500,KiitLock,ASAP,40624,Peru,2024-01-26,Desktop
6501,AlexShpigun,ASAP,13601,Australia,2024-09-15,Smart TV
6502,JinKisaragi,Ditto,39411,Finland,2024-01-26,Mobile
6503,Melo,ETA,38895,Philippines,2024-11-27,Smart TV
6504,Axenix,OMG,26811,Mexico,2024-08-22,Desktop
6505,Escha,OMG,41171,Italy,2024-07-27,Tablet
6506,TwoKillBR,Super Shy,28530,Indonesia,2024-10-23,Mobile
6507,xopxsam,Hype Boy,23287,Turkey,2024-05-15,Tablet
6508,PulseEsportsArena,Attention,25367,Finland,2024-05-24,Mobile
6509,impeeba,New Jeans,33897,Italy,2024-02-14,Tablet
6510,ImTedious,ASAP,25664,Nepal,2024-11-08,Tablet
6511,fqnos,ASAP,19284,Egypt,2024-06-20,Smart TV
6512,ToniPirosa,ASAP,16950,Saudi Arabia,2024-07-21,Desktop
6513,RealMKTomBrady,New Jeans,12149,Japan,2024-01-09,Smart TV
6514,VeteranEU,Hype Boy,20103,Philippines,2024-07-11,Smart TV
6515,ElvisaYomastercard,Super Shy,17635,Mexico,2024-01-01,Desktop
6516,omgezjonesy,OMG,30881,Finland,2024-01-22,Desktop
6517,Tachales,ASAP,16507,Belgium,2024-11-16,Tablet
6518,Saad,Hype Boy,23718,Switzerland,2024-03-03,Desktop
6519,PonchoJuega,ASAP,19445,Kuwait,2024-01-09,Mobile
6520,malena,Cookie,14770,Nepal,2024-04-05,Mobile
6521,cooterz,Attention,17861,Russia,2024-05-03,Mobile
6522,InventorBLADES,Ditto,42712,Norway,2024-10-23,Tablet
6523,asmrrain,OMG,40391,UK,2024-04-25,Tablet
6524,Petra,Ditto,35188,USA,2024-07-04,Mobile
6525,gpk21,OMG,23884,Morocco,2024-12-22,Tablet
6526,ahmpy,Attention,34311,Netherlands,2024-06-11,Smart TV
6527,DioudLoL,Cookie,32681,Ukraine,2024-03-19,Smart TV
6528,DFPsheikh,Attention,36868,Kuwait,2024-05-06,Tablet
6529,midorokun,ASAP,12270,Colombia,2024-03-03,Tablet
6530,itsmedanielle,ETA,18705,Italy,2024-08-02,Mobile
6531,cerys,New Jeans,11760,Japan,2024-10-14,Smart TV
6532,BiceptimusPrime,Cool With You,21530,Vietnam,2024-07-24,Mobile
6533,rominacheve,ETA,34621,Turkey,2024-04-10,Mobile
6534,UKOGmonkey,Attention,22148,Mexico,2024-04-27,Mobile
6535,s2jfalcon,New Jeans,31640,Romania,2024-05-28,Smart TV
6536,hakisxd,ETA,37343,Philippines,2024-07-27,Tablet
6537,Kubalaw55,Cookie,15677,Netherlands,2024-03-08,Mobile
6538,reidobaile,OMG,40244,Turkey,2024-11-18,Desktop
6539,Gnikbruch,Attention,10226,Israel,2024-05-12,Desktop
6540,G4non_,Attention,37460,Romania,2024-12-25,Smart TV
6541,ZoeyProasheck,Ditto,36195,Canada,2024-08-28,Tablet
6542,verinasty,Cool With You,40923,USA,2024-11-06,Tablet
6543,RasAlGhulTheNF,Super Shy,35777,Saudi Arabia,2024-05-09,Desktop
6544,thesimpsons60,New Jeans,22445,Netherlands,2024-06-13,Desktop
6545,WillardJBradley,OMG,41103,Morocco,2024-03-26,Smart TV
6546,Kamora81,Hype Boy,35695,Germany,2024-07-18,Desktop
6547,BlissKai,Attention,24092,Nepal,2024-11-14,Desktop
6548,Kreyg,ASAP,17596,Poland,2024-10-21,Mobile
6549,ooCLANoo,OMG,36270,Vietnam,2024-11-18,Desktop
6550,CBassi,Cookie,13703,Israel,2024-05-03,Tablet
6551,FlareRDB,Cookie,37143,Sweden,2024-04-09,Smart TV
6552,Fly_Diiqqiidy,ASAP,15469,Venezuela,2024-05-13,Smart TV
6553,xXOverman,Cool With You,20594,UK,2024-04-20,Desktop
6554,EvScape,Cookie,39746,Sri Lanka,2024-06-23,Desktop
6555,usul2000,Hype Boy,41035,Nepal,2024-11-20,Mobile
6556,RomComm,ETA,18707,Ukraine,2024-04-19,Mobile
6557,Emero,OMG,21034,Spain,2024-06-16,Desktop
6558,Filopo,New Jeans,39582,Netherlands,2024-03-05,Tablet
6559,FlyingTuna,Attention,37558,South Africa,2024-01-17,Mobile
6560,Michael_Lopriore,ASAP,25164,Brazil,2024-03-08,Mobile
6561,MedryBW,Cookie,27412,Canada,2024-10-20,Tablet
6562,Goldfox,New Jeans,17719,USA,2024-07-26,Mobile
6563,Zhakaron,Ditto,13559,Vietnam,2024-07-20,Mobile
6564,imreallyimportant,ETA,36056,Australia,2024-05-15,Mobile
6565,October,Cookie,15420,Kazakhstan,2024-07-21,Smart TV
6566,Hutts,ASAP,32670,Finland,2024-08-13,Smart TV
6567,Kippenbro,OMG,16947,Kenya,2024-04-13,Tablet
6568,N41Ru,Cookie,35454,Austria,2024-04-19,Mobile
6569,TheLorerunner,Attention,28903,Kazakhstan,2024-09-09,Tablet
6570,snow88wons,Ditto,19123,Saudi Arabia,2024-03-13,Desktop
6571,Valarman,OMG,31967,Argentina,2024-07-13,Tablet
6572,ysoEXOtic,Attention,15716,UAE,2024-11-01,Mobile
6573,xxarties,New Jeans,36566,Algeria,2024-09-16,Tablet
6574,EighthRadio,ASAP,39373,New Zealand,2024-05-17,Mobile
6575,GrumblesTheDwarf,Cool With You,32426,Vietnam,2024-05-11,Tablet
6576,Malic_VR,Cookie,20612,Belgium,2024-08-12,Smart TV
6577,lendy,ETA,11462,Nigeria,2024-12-09,Desktop
6578,World_of_Warships_FR,New Jeans,15985,Chile,2024-11-21,Desktop
6579,Techsmith314,Cool With You,39829,Philippines,2024-11-23,Desktop
6580,Muttski,Cool With You,24452,Venezuela,2024-07-07,Mobile
6581,iTzRease,New Jeans,40526,Philippines,2024-10-12,Smart TV
6582,Starladder11,New Jeans,33190,Indonesia,2024-01-05,Tablet
6583,Tortita,Cool With You,29259,Russia,2024-08-26,Tablet
6584,JPBlink,ETA,28075,South Korea,2024-03-12,Desktop
6585,TheSportsHub,OMG,42454,Indonesia,2024-03-20,Mobile
6586,Wallsterix,Super Shy,37860,Pakistan,2024-08-20,Desktop
6587,LivStixs,Attention,23299,Malaysia,2024-08-28,Smart TV
6588,xxxDESPERADOxxx,Super Shy,17307,Switzerland,2024-05-06,Mobile
6589,Sadovnik,Hype Boy,25635,Israel,2024-09-07,Tablet
6590,Lolita,OMG,42602,Belgium,2024-10-23,Smart TV
6591,sylveey,New Jeans,27417,Russia,2024-03-13,Desktop
6592,Bastiat,ETA,35916,UK,2024-06-19,Smart TV
6593,DontCallMeChris,Cool With You,32407,Turkey,2024-11-08,Mobile
6594,hachirita,Super Shy,10625,Greece,2024-02-23,Mobile
6595,magnusz,Attention,15899,Norway,2024-07-06,Tablet
6596,DoesPixelArt,ASAP,34563,Hungary,2024-01-07,Mobile
6597,NerdCubed,Attention,21355,Japan,2024-06-13,Mobile
6598,PokemonChallenges,Hype Boy,15011,Russia,2024-04-12,Smart TV
6599,D4ve2k,Cookie,14501,Chile,2024-05-06,Tablet
6600,JhbTeam,Hype Boy,31648,Hungary,2024-09-10,Tablet
6601,imgota,Attention,26758,Thailand,2024-03-25,Mobile
6602,ixmike88,Cool With You,15699,Japan,2024-02-18,Tablet
6603,Plosciutto_Cotto,ETA,40518,Brazil,2024-07-28,Desktop
6604,Mino,Hype Boy,28604,Romania,2024-06-09,Desktop
6605,lomaka,Cookie,34263,Sri Lanka,2024-08-22,Tablet
6606,matiasmarini,Hype Boy,12888,India,2024-09-24,Tablet
6607,Natarsha,New Jeans,36011,Nigeria,2024-07-06,Mobile
6608,Atheenon,New Jeans,11168,India,2024-10-11,Desktop
6609,lunarjump,Super Shy,17644,Ukraine,2024-04-05,Tablet
6610,berg2,Super Shy,15375,Kuwait,2024-10-15,Tablet
6611,CreepfanLP,OMG,32951,India,2024-04-18,Desktop
6612,Anaguel,Hype Boy,12129,Philippines,2024-11-26,Tablet
6613,Doug,Hype Boy,35185,Italy,2024-12-12,Smart TV
6614,keebabb,ETA,26370,Pakistan,2024-09-16,Mobile
6615,SaboWePlay,Cool With You,19927,Netherlands,2024-11-21,Smart TV
6616,EntoanThePack,ASAP,21891,Austria,2024-12-02,Desktop
6617,TheDoctor,Attention,11091,Kuwait,2024-01-11,Tablet
6618,R1xS,Super Shy,11540,Portugal,2024-11-25,Tablet
6619,AutumnMae,Super Shy,40135,Sweden,2024-12-23,Smart TV
6620,Rafs0u,ASAP,32145,Denmark,2024-02-18,Mobile
6621,Patalea,ETA,26379,Qatar,2024-08-16,Mobile
6622,CapiOw,Cool With You,42295,France,2024-07-06,Mobile
6623,Inflamezx,Hype Boy,18143,Spain,2024-11-27,Mobile
6624,jennalynnmeowri,New Jeans,16301,Australia,2024-12-23,Tablet
6625,SirKendris,Attention,29697,Pakistan,2024-03-15,Smart TV
6626,SyLoGum,ASAP,17163,Egypt,2024-11-21,Smart TV
6627,IndieArenaBooth,Ditto,31923,Italy,2024-03-24,Desktop
6628,MissPolaroid,ETA,26612,New Zealand,2024-01-15,Mobile
6629,dioxis,Ditto,40867,Australia,2024-01-18,Tablet
6630,sawggofficial,OMG,10276,Belgium,2024-06-10,Tablet
6631,Justinbo20,Cookie,38237,Kazakhstan,2024-03-26,Smart TV
6632,BRUTAL_LuCkO_,OMG,40165,Peru,2024-06-07,Tablet
6633,ThirtyVirus,OMG,22048,Finland,2024-08-26,Smart TV
6634,Harald_van_Horn,OMG,30019,Greece,2024-07-18,Smart TV
6635,miikag_,OMG,18063,Philippines,2024-05-10,Tablet
6636,Yassh_,OMG,41522,Portugal,2024-12-01,Desktop
6637,imglower,OMG,15381,Italy,2024-11-23,Tablet
6638,KinduciRacing,Cool With You,33194,South Africa,2024-03-11,Desktop
6639,lita426t,OMG,35662,Israel,2024-12-26,Desktop
6640,MySzkaaa6,Attention,32882,Pakistan,2024-03-03,Mobile
6641,Darkoz,Hype Boy,42344,Turkey,2024-07-08,Tablet
6642,FOMYNHA,Cool With You,17631,China,2024-10-22,Mobile
6643,TarmacBE,OMG,23018,Portugal,2024-03-20,Mobile
6644,Sharapov,New Jeans,28995,Greece,2024-01-16,Tablet
6645,susu_jpg,New Jeans,36610,Switzerland,2024-10-20,Tablet
6646,gfaust,ASAP,36008,Vietnam,2024-02-17,Tablet
6647,CCP,Hype Boy,29695,Australia,2024-03-06,Desktop
6648,kayPOWXD,Cool With You,15852,Poland,2024-09-14,Desktop
6649,awedragon,New Jeans,18066,Finland,2024-01-11,Smart TV
6650,sushiwarriors,Ditto,28001,Bangladesh,2024-04-04,Smart TV
6651,Sonieta,New Jeans,15365,Bangladesh,2024-05-22,Mobile
6652,sunsetgaiaASMR,OMG,17634,Mexico,2024-09-21,Desktop
6653,evanf1997,Cool With You,33937,Belgium,2024-01-16,Mobile
6654,Progetto,OMG,11104,UK,2024-12-11,Mobile
6655,Goofy757,Attention,28532,Peru,2024-04-15,Tablet
6656,jdcr,Cool With You,25273,South Africa,2024-09-19,Tablet
6657,liawaifu,Hype Boy,42428,UK,2024-02-25,Smart TV
6658,TiboInshape,ASAP,21816,Uzbekistan,2024-12-14,Desktop
6659,yuyumartinez,Attention,28148,Vietnam,2024-06-09,Smart TV
6660,Reem,Cookie,31782,Indonesia,2024-07-03,Mobile
6661,virginangrynoob,Cool With You,15800,India,2024-05-23,Tablet
6662,worldstar939,ASAP,12318,Argentina,2024-04-03,Desktop
6663,yFrostyy_,Ditto,15253,Czech Republic,2024-02-20,Desktop
6664,TerryTD,OMG,22821,Kazakhstan,2024-02-09,Desktop
6665,brlk,Cool With You,31096,Brazil,2024-01-02,Smart TV
6666,RideYT,ETA,29880,Nepal,2024-03-13,Desktop
6667,yoslayer0,ASAP,23573,Canada,2024-07-03,Tablet
6668,sloiver1,ASAP,27450,Greece,2024-04-27,Smart TV
6669,languagehacker,Cool With You,12958,New Zealand,2024-10-17,Tablet
6670,Nalopia,Attention,24829,Greece,2024-02-11,Smart TV
6671,EscocesSL,Ditto,36601,Turkey,2024-09-04,Mobile
6672,Taryn,ETA,12528,Canada,2024-04-13,Tablet
6673,KiddyCreative,New Jeans,42141,Morocco,2024-02-24,Desktop
6674,LeticiaBranco,OMG,14053,Switzerland,2024-07-16,Mobile
6675,Riirex,ASAP,39897,Kuwait,2024-08-27,Mobile
6676,Babynikki,New Jeans,36516,UAE,2024-12-04,Desktop
6677,SnowBambii,ETA,28352,Sri Lanka,2024-08-25,Tablet
6678,Only_Trails,ETA,34155,Hungary,2024-01-28,Desktop
6679,HOAIartworks,Ditto,28416,Morocco,2024-07-04,Desktop
6680,WowHobbs,OMG,18154,Ukraine,2024-12-04,Tablet
6681,Tattti_,Hype Boy,21072,UAE,2024-03-03,Smart TV
6682,3catswatchingtopgun,Ditto,14551,Canada,2024-04-17,Mobile
6683,Hayz,OMG,30133,Nepal,2024-12-01,Desktop
6684,ReadyPlayerSaico,New Jeans,15441,Nigeria,2024-08-23,Tablet
6685,lagoda1337,ETA,41117,Norway,2024-04-26,Mobile
6686,PondernStream,New Jeans,27999,Peru,2024-07-02,Smart TV
6687,peyjeym,New Jeans,32780,Belgium,2024-01-11,Tablet
6688,Punch_L1ne,Cookie,27875,Romania,2024-07-24,Mobile
6689,Sabian,ASAP,37037,South Korea,2024-02-01,Tablet
6690,Patterrz,Cool With You,20836,Turkey,2024-08-08,Tablet
6691,CF_ChoseN,Attention,34543,Portugal,2024-10-07,Mobile
6692,kiwisi,ASAP,12168,Morocco,2024-08-20,Desktop
6693,kittyk838,Super Shy,28179,Australia,2024-04-13,Mobile
6694,Wlfy,OMG,11836,Indonesia,2024-08-01,Smart TV
6695,dalphine,New Jeans,26841,Mexico,2024-03-14,Mobile
6696,ElGarajeDeHache,New Jeans,10046,Peru,2024-11-24,Smart TV
6697,Onclsam_HD,Ditto,33268,Qatar,2024-10-24,Tablet
6698,AbrahamBass,Cookie,30357,UK,2024-06-11,Smart TV
6699,LumpyTouch,ASAP,12380,Kenya,2024-02-05,Tablet
6700,StrongEstet,Hype Boy,37734,Nigeria,2024-04-18,Smart TV
6701,TheMonolith,Cool With You,33403,Norway,2024-03-08,Tablet
6702,NNicNac,Hype Boy,11376,Venezuela,2024-04-02,Mobile
6703,Nagisake,Cookie,38997,Colombia,2024-03-18,Mobile
6704,AbuSuge,New Jeans,28002,Indonesia,2024-04-28,Desktop
6705,F3AR_,Ditto,30213,Colombia,2024-05-05,Desktop
6706,AdamKoebel,ASAP,12517,Belgium,2024-12-18,Desktop
6707,oskartommy,OMG,32422,Finland,2024-01-05,Desktop
6708,GatithaSweet,OMG,33723,Italy,2024-03-10,Smart TV
6709,KolodiyTwins,Super Shy,38811,Greece,2024-04-04,Mobile
6710,BerkayBerksun,ASAP,28925,Romania,2024-11-16,Desktop
6711,GLL_RU,Super Shy,33854,India,2024-06-04,Mobile
6712,fifakillvizualz,Hype Boy,17457,Australia,2024-03-08,Desktop
6713,ronrolove,Hype Boy,23917,Indonesia,2024-05-22,Mobile
6714,knightenator,OMG,27032,Algeria,2024-11-26,Desktop
6715,hollow_tones,Attention,36136,Finland,2024-05-20,Smart TV
6716,Mooha,New Jeans,33132,France,2024-11-20,Smart TV
6717,guigao,OMG,11026,Romania,2024-11-19,Smart TV
6718,GoldSquadronPodcast,Ditto,28917,Spain,2024-05-23,Tablet
6719,PainInTheAxe,New Jeans,35512,Philippines,2024-09-09,Tablet
6720,DRAFTPUNK,Cookie,21930,Hungary,2024-04-27,Smart TV
6721,ZiGi_hate,Cookie,15339,Chile,2024-12-18,Smart TV
6722,KingStix,ETA,40050,Chile,2024-06-07,Smart TV
6723,DonnayBunny,Attention,37119,Spain,2024-09-18,Smart TV
6724,SonicTheLedgePog,Super Shy,20208,Belgium,2024-01-28,Mobile
6725,Tigerout,Super Shy,38709,Uzbekistan,2024-02-15,Desktop
6726,bennettshawn,Hype Boy,22294,France,2024-09-06,Mobile
6727,showsuzuki,Attention,23164,Czech Republic,2024-02-27,Tablet
6728,AivanaBG,Cool With You,40852,Colombia,2024-12-05,Mobile
6729,ChiTai,Hype Boy,22493,UAE,2024-12-04,Smart TV
6730,CoguMello_,Ditto,35925,Kuwait,2024-03-19,Tablet
6731,Pest,ETA,29305,Hungary,2024-06-24,Smart TV
6732,Senzura,Ditto,11096,Nepal,2024-08-09,Smart TV
6733,lHeLLs,ETA,25035,Philippines,2024-06-28,Mobile
6734,Dorkan,ETA,26108,Malaysia,2024-09-06,Tablet
6735,DanieltheDemon,Ditto,37564,Malaysia,2024-05-01,Smart TV
6736,NGKShodaime,New Jeans,41464,Japan,2024-12-21,Tablet
6737,SkyeBlanchette,New Jeans,33972,China,2024-04-19,Tablet
6738,Janusz0821,ETA,25513,South Korea,2024-03-04,Desktop
6739,MagnumofSpades,ASAP,20217,Hungary,2024-01-21,Desktop
6740,Atlas,Super Shy,11485,Italy,2024-12-18,Smart TV
6741,Blarg,Ditto,34476,Netherlands,2024-09-20,Desktop
6742,ThipTrader,Cookie,29317,Colombia,2024-05-26,Tablet
6743,miikaz,Cookie,35642,Ukraine,2024-11-18,Mobile
6744,dopedoctorships,Cool With You,21633,Switzerland,2024-05-19,Desktop
6745,Mihtreme,Cookie,22770,Czech Republic,2024-03-24,Smart TV
6746,rodezel,ASAP,15241,India,2024-12-12,Tablet
6747,ChrisRM22,Cookie,27910,Saudi Arabia,2024-09-15,Tablet
6748,Movie,Hype Boy,14890,Sri Lanka,2024-10-24,Desktop
6749,AmazonMusicUK,Hype Boy,34583,Netherlands,2024-01-04,Smart TV
6750,acemi_filozof,OMG,19805,Indonesia,2024-08-21,Desktop
6751,peacemaker,ASAP,21225,Argentina,2024-02-12,Desktop
6752,kssnv_c,OMG,14295,Argentina,2024-04-01,Desktop
6753,Mulisious,Cool With You,31505,Peru,2024-12-18,Mobile
6754,Horuss,OMG,35397,South Africa,2024-11-15,Mobile
6755,Tijoe,Hype Boy,27340,Spain,2024-01-18,Smart TV
6756,jonahscoot,Cookie,14995,Chile,2024-05-28,Tablet
6757,Gotcha,ASAP,18643,Turkey,2024-02-25,Tablet
6758,Amefuri,ETA,14553,Australia,2024-11-06,Tablet
6759,TheBudLabCA,Attention,27420,Russia,2024-02-05,Smart TV
6760,Snaptrox,Cool With You,25937,Peru,2024-05-03,Desktop
6761,Gianandrea_Orion,Hype Boy,24532,Belgium,2024-11-14,Desktop
6762,OfficialDJJohnRobinson,Cool With You,41858,Spain,2024-01-22,Mobile
6763,RevoLucius,Ditto,18284,Japan,2024-02-04,Smart TV
6764,GODAO,Hype Boy,19927,Poland,2024-09-02,Smart TV
6765,Regalia,Hype Boy,11983,Kenya,2024-11-15,Smart TV
6766,azazzelin,ETA,11653,Portugal,2024-04-23,Desktop
6767,Naysy,Attention,23045,Morocco,2024-01-10,Mobile
6768,nhlcs,Hype Boy,11378,Mexico,2024-11-05,Tablet
6769,JustNormal_98,New Jeans,35695,Thailand,2024-09-20,Desktop
6770,WillzeraTeam,Cool With You,26030,Finland,2024-08-19,Desktop
6771,RAGTAGG,Super Shy,40045,India,2024-07-13,Mobile
6772,diversaototal,Ditto,33567,New Zealand,2024-09-10,Mobile
6773,MitaLiang,OMG,23676,Sri Lanka,2024-02-08,Tablet
6774,AgOnYr6s,ASAP,31977,Indonesia,2024-06-09,Tablet
6775,UhhInk,New Jeans,38149,China,2024-02-26,Mobile
6776,Mad_Ruski,ETA,36211,Pakistan,2024-01-14,Mobile
6777,Snowlz,New Jeans,13833,Finland,2024-11-08,Desktop
